,startIdx,endIdx,length
1169,8066714,8066722,8
1170,8067146,8067152,6
1171,8068719,8068725,6
1172,8070736,8070741,5
1173,8073646,8073651,5
1174,8078781,8078784,3
1175,8081874,8081888,14
1176,8088483,8088490,7
1177,8091114,8091117,3
1178,8107089,8107093,4
1179,8129706,8129712,6
1180,8132385,8132392,7
1181,8135875,8135882,7
1182,8136575,8136580,5
1183,8147346,8147351,5
1184,8148422,8148438,16
1185,8155482,8155485,3
1186,8155845,8155850,5
1187,8161598,8161605,7
1188,8162671,8162678,7
1189,8164769,8164777,8
1190,8167813,8167818,5
1191,8172144,8172148,4
1192,8182366,8182906,540
1193,8183087,8183629,542
1194,8183807,8184168,361
1195,8233164,8233173,9
1196,8239128,8239131,3
1197,8243092,8243098,6
1198,8249899,8249902,3
1199,8250830,8250833,3
1200,8250858,8250866,8
1201,8253397,8253402,5
1202,8260451,8260460,9
1203,8267630,8267636,6
1204,8282921,8282924,3
1205,8312322,8312326,4
1206,8362265,8362284,19
1207,8364907,8364935,28
1208,8425790,8425795,5
1209,8425820,8425885,65
1210,8425910,8425915,5
1211,8425940,8425945,5
1212,8425970,8425975,5
1213,8426000,8426005,5
1214,8426027,8426032,5
1215,8426054,8426059,5
1216,8428147,8428152,5
1217,8429811,8429815,4
1218,8436857,8436864,7
1219,8438947,8438952,5
1220,8440709,8440713,4
1221,8446787,8446792,5
1222,8454893,8454897,4
1223,8454931,8454937,6
1224,8456240,8456267,27
1225,8456616,8456625,9
1226,8457027,8457044,17
1227,8457248,8457348,100
1228,8457461,8457495,34
1229,8465146,8465173,27
1230,8465521,8465530,9
1231,8465779,8465796,17
1232,8466000,8466100,100
1233,8466213,8466247,34
1234,8475365,8475371,6
1235,8476364,8476369,5
1236,8486725,8486733,8
1237,8498018,8498025,7
1238,8498101,8498105,4
1239,8500783,8500788,5
1240,8506981,8506988,7
1241,8515778,8515781,3
1242,8532128,8532134,6
1243,8537551,8537558,7
1244,8555804,8555809,5
1245,8556440,8556445,5
1246,8559581,8559587,6
1247,8563229,8563238,9
1248,8572801,8572804,3
1249,8572964,8572970,6
1250,8582170,8582181,11
1251,8583983,8583989,6
1252,8606332,8606336,4
1253,8611340,8611347,7
1254,8619528,8619534,6
1255,8625800,8625804,4
1256,8629820,8629837,17
1257,8643563,8643569,6
1258,8644109,8644115,6
1259,8646721,8646725,4
1260,8649067,8649071,4
1261,8654047,8654053,6
1262,8656462,8656484,22
1263,8668208,8668215,7
1264,8668240,8668247,7
1265,8672945,8672949,4
1266,8683482,8683491,9
1267,8687078,8687091,13
1268,8711387,8711392,5
1269,8713119,8713123,4
1270,8714104,8714109,5
1271,8722304,8722313,9
1272,8723330,8723334,4
1273,8732546,8732553,7
1274,8763374,8763377,3
1275,8776445,8776460,15
1276,8776917,8776924,7
1277,8777062,8777068,6
1278,8825497,8825500,3
1279,8869857,8869861,4
1280,8870209,8870214,5
1281,8873924,8873930,6
1282,8877731,8877737,6
1283,8890808,8890811,3
1284,8898357,8898360,3
1285,8922665,8922700,35
1286,8923536,8923541,5
1287,8948039,8948050,11
1288,8950244,8953753,3509
1289,8953962,8956013,2051
1290,8969237,8969242,5
1291,9001215,9001220,5
1292,9002023,9002028,5
1293,9021583,9021588,5
1294,9022042,9022045,3
1295,9035653,9035659,6
1296,9037678,9037686,8
1297,9040220,9040227,7
1298,9041708,9041715,7
1299,9043832,9043839,7
1300,9045011,9045035,24
1301,9045356,9045363,7
1302,9046137,9046144,7
1303,9049807,9049812,5
1304,9050532,9050535,3
1305,9063652,9063665,13
1306,9070206,9070210,4
1307,9094103,9094106,3
1308,9099097,9099110,13
1309,9103463,9103472,9
1310,9106398,9106404,6
1311,9114656,9114660,4
1312,9115342,9115350,8
1313,9115360,9115365,5
1314,9127722,9127727,5
1315,9128890,9128893,3
1316,9133797,9133821,24
1317,9160322,9160327,5
1318,9166235,9166258,23
1319,9167934,9167940,6
1320,9167991,9167997,6
1321,9207210,9207217,7
1322,9210289,9210295,6
1323,9214410,9214415,5
1324,9214905,9214911,6
1325,9236133,9236136,3
1326,9244592,9244600,8
1327,9246998,9247003,5
1328,9249096,9249101,5
1329,9250659,9250665,6
1330,9251121,9251126,5
1331,9254163,9254170,7
1332,9259630,9259634,4
1333,9266069,9266072,3
1334,9278847,9278855,8
1335,9279525,9279528,3
1336,9281545,9281553,8
1337,9288696,9288700,4
1338,9309856,9309863,7
1339,9325239,9325242,3
1340,9328805,9328809,4
1341,9330241,9330247,6
1342,9331008,9331012,4
1343,9366972,9366984,12
1344,9390221,9390227,6
1345,9428878,9428884,6
1346,9445641,9445646,5
1347,9502538,9502544,6
1348,9508876,9509586,710
1349,9523353,9523359,6
1350,9547981,9547986,5
1351,9560438,9560443,5
1352,9564178,9564188,10
1353,9565340,9565346,6
1354,9568003,9568007,4
1355,9572099,9572105,6
1356,9572731,9572736,5
1357,9576365,9576372,7
1358,9595114,9595117,3
1359,9598917,9598922,5
1360,9603956,9603961,5
1361,9626707,9626718,11
1362,9627140,9627144,4
1363,9630802,9630807,5
1364,9648095,9648101,6
1365,9651219,9651224,5
1366,9666319,9666322,3
1367,9667358,9667361,3
1368,9673071,9673076,5
1369,9676470,9676477,7
1370,9683328,9683337,9
1371,9689879,9689886,7
1372,9691163,9691168,5
1373,9698456,9698465,9
1374,9702651,9702657,6
1375,9719606,9719613,7
1376,9723366,9723371,5
1377,9724863,9724868,5
1378,9741867,9741873,6
1379,9744207,9744214,7
1380,9751243,9751248,5
1381,9764232,9764244,12
1382,9778101,9778108,7
1383,9780694,9780701,7
1384,9788648,9788651,3
1385,9798693,9800373,1680
1386,9801476,9804681,3205
1387,9834212,9834218,6
1388,9865098,9865102,4
1389,9868223,9868231,8
1390,9878563,9878576,13
1391,9879070,9879078,8
1392,9879088,9879096,8
1393,9879209,9879217,8
1394,9885091,9885097,6
1395,9886344,9886351,7
1396,9932742,9932746,4
1397,9947939,9947944,5
1398,9966778,9966785,7
1399,9968634,9968637,3
1400,9980472,9980479,7
1401,9988185,9988188,3
1402,9989760,9989782,22
1403,9991031,9991037,6
1404,10004736,10004744,8
1405,10009639,10009644,5
1406,10013772,10013781,9
1407,10024835,10024841,6
1408,10030129,10030140,11
1409,10039463,10039466,3
1410,10041473,10041479,6
1411,10057172,10057175,3
1412,10060684,10060688,4
1413,10064140,10064151,11
1414,10077303,10077309,6
1415,10080147,10080153,6
1416,10083560,10083563,3
1417,10086548,10086554,6
1418,10095511,10097693,2182
1419,10098110,10099307,1197
1420,10100470,10100971,501
1421,10122436,10122444,8
1422,10123052,10123057,5
1423,10140064,10140877,813
1424,10141413,10141863,450
1425,10143774,10144548,774
1426,10191343,10191351,8
1427,10211543,10211547,4
1428,10215728,10215733,5
1429,10216280,10216286,6
1430,10220476,10220484,8
1431,10228543,10228548,5
1432,10236798,10236812,14
1433,10237882,10237885,3
1434,10254810,10254813,3
1435,10267604,10268831,1227
1436,10269476,10271378,1902
1437,10271503,10275012,3509
1438,10279082,10279089,7
1439,10319292,10319302,10
1440,10322111,10322114,3
1441,10325924,10325928,4
1442,10326289,10326294,5
1443,10334777,10334785,8
1444,10372507,10372510,3
1445,10388604,10388609,5
1446,10391227,10391232,5
1447,10422364,10422368,4
1448,10445788,10445793,5
1449,10458758,10458764,6
1450,10469051,10469062,11
1451,10471845,10471850,5
1452,10486315,10486319,4
1453,10493633,10493640,7
1454,10498300,10498308,8
1455,10501681,10501685,4
1456,10524718,10524723,5
1457,10525419,10526456,1037
1458,10527218,10527603,385
1459,10528020,10530319,2299
1460,10530515,10530644,129
1461,10531499,10532000,501
1462,10535221,10535224,3
1463,10537476,10537487,11
1464,10537831,10537838,7
1465,10551795,10552107,312
1466,10556195,10556199,4
1467,10557228,10557233,5
1468,10566374,10566378,4
1469,10572718,10572721,3
1470,10576103,10576109,6
1471,10580334,10580342,8
1472,10582681,10582686,5
1473,10584978,10584985,7
1474,10588369,10588373,4
1475,10591433,10591439,6
1476,10597733,10597741,8
1477,10600359,10600363,4
1478,10602054,10602057,3
1479,10602831,10602837,6
1480,10612151,10612156,5
1481,10626303,10626309,6
1482,10631288,10631295,7
1483,10648718,10648726,8
1484,10657856,10657862,6
1485,10680464,10680468,4
1486,10687321,10689748,2427
1487,10699605,10699609,4
1488,10701066,10701071,5
1489,10705812,10705817,5
1490,10707506,10707514,8
1491,10710825,10710828,3
1492,10715269,10715280,11
1493,10716190,10716195,5
1494,10716514,10716519,5
1495,10718429,10718437,8
1496,10760860,10760868,8
1497,10775704,10775707,3
1498,10776894,10776900,6
1499,10777725,10777730,5
1500,10807322,10807326,4
1501,10807817,10807827,10
1502,10808043,10808059,16
1503,10808124,10808141,17
1504,10810844,10810851,7
1505,10812100,10812107,7
1506,10812124,10812139,15
1507,10812610,10812616,6
1508,10813291,10813297,6
1509,10813445,10813448,3
1510,10818714,10818722,8
1511,10826807,10826813,6
1512,10828842,10828855,13
1513,10829301,10829305,4
1514,10829346,10829368,22
1515,10829601,10829609,8
1516,10836880,10836885,5
1517,10842179,10842182,3
1518,10853541,10853547,6
1519,10856067,10856070,3
1520,10857784,10857792,8
1521,10860636,10860647,11
1522,10868844,10868852,8
1523,10881795,10881803,8
1524,10882304,10882309,5
1525,10882745,10882751,6
1526,10883943,10883949,6
1527,10888784,10888791,7
1528,10892890,10892896,6
1529,10901047,10901054,7
1530,10904480,10904485,5
1531,10911211,10911214,3
1532,10915496,10915499,3
1533,10916373,10916378,5
1534,10921736,10921739,3
1535,10924005,10924009,4
1536,10932209,10932217,8
1537,10933263,10933269,6
1538,10944060,10944064,4
1539,10956136,10956152,16
1540,10968120,10968126,6
1541,10979510,10979514,4
1542,11048724,11048727,3
1543,11050512,11050519,7
1544,11083527,11083544,17
1545,11086225,11086236,11
1546,11086649,11086655,6
1547,11088416,11088421,5
1548,11103311,11103315,4
1549,11103624,11103633,9
1550,11104500,11104507,7
1551,11112612,11112647,35
1552,11116771,11116776,5
1553,11145408,11145411,3
1554,11150826,11150832,6
1555,11157445,11157451,6
1556,11161586,11161591,5
1557,11181522,11181528,6
1558,11184462,11186235,1773
1559,11187569,11188454,885
1560,11200228,11200334,106
1561,11232674,11232679,5
1562,11236398,11236409,11
1563,11252391,11252398,7
1564,11268978,11269076,98
1565,11310730,11310736,6
1566,11312368,11312390,22
1567,11313837,11314085,248
1568,11314485,11317199,2714
1569,11319233,11319255,22
1570,11327316,11327321,5
1571,11328320,11328325,5
1572,11328856,11328861,5
1573,11330638,11330644,6
1574,11330827,11330832,5
1575,11331847,11331858,11
1576,11331871,11331882,11
1577,11336559,11336562,3
1578,11343482,11343488,6
1579,11343993,11343997,4
1580,11344093,11344099,6
1581,11345625,11345633,8
1582,11347362,11347368,6
1583,11352223,11352226,3
1584,11353557,11353568,11
1585,11357579,11357585,6
1586,11358538,11358547,9
1587,11391684,11391691,7
1588,11395220,11395226,6
1589,11397313,11397320,7
1590,11399601,11399605,4
1591,11400842,11400846,4
1592,11403653,11403657,4
1593,11409352,11409356,4
1594,11410859,11410866,7
1595,11414794,11414800,6
1596,11422776,11422789,13
1597,11424320,11424326,6
1598,11427091,11427097,6
1599,11429701,11429708,7
1600,11433260,11433264,4
1601,11433348,11433356,8
1602,11436258,11436262,4
1603,11438919,11438925,6
1604,11439016,11439027,11
1605,11442585,11442594,9
1606,11443874,11443879,5
1607,11444301,11444308,7
1608,11464056,11464060,4
1609,11477327,11477336,9
1610,11477347,11477361,14
1611,11477401,11477404,3
1612,11481333,11481338,5
1613,11483682,11483691,9
1614,11483764,11483772,8
1615,11508199,11508207,8
1616,11508360,11508375,15
1617,11509380,11509391,11
1618,11510850,11510854,4
1619,11511531,11511536,5
1620,11511567,11511572,5
1621,11514871,11514880,9
1622,11520546,11520550,4
1623,11528013,11528016,3
1624,11535303,11535814,511
1625,11539491,11541164,1673
1626,11547288,11547292,4
1627,11568020,11568027,7
1628,11568992,11569000,8
1629,11586604,11586707,103
1630,11587934,11590893,2959
1631,11592120,11592986,866
1632,11594213,11597068,2855
1633,11598399,11599265,866
1634,11616922,11616939,17
1635,11617395,11617400,5
1636,11619585,11619589,4
1637,11633587,11635072,1485
1638,11636370,11637983,1613
1639,11638029,11639575,1546
1640,11684920,11684926,6
1641,11689165,11689171,6
1642,11694534,11694538,4
1643,11703187,11703190,3
1644,11706959,11706962,3
1645,11711118,11711123,5
1646,11711142,11711146,4
1647,11721524,11721527,3
1648,11725755,11725761,6
1649,11731340,11731345,5
1650,11734645,11734651,6
1651,11735384,11735392,8
1652,11735749,11735753,4
1653,11737609,11743454,5845
1654,11745062,11745074,12
1655,11745642,11749523,3881
1656,11749826,11750405,579
1657,11750877,11756722,5845
1658,11759612,11759616,4
1659,11762555,11762562,7
1660,11763174,11763178,4
1661,11765739,11765748,9
1662,11778710,11778713,3
1663,11784085,11784094,9
1664,11784322,11784333,11
1665,11794176,11794182,6
1666,11799947,11799951,4
1667,11802957,11802964,7
1668,11811248,11811256,8
1669,11823762,11823769,7
1670,11835762,11835766,4
1671,11841052,11841057,5
1672,11841277,11841284,7
1673,11846560,11846565,5
1674,11849333,11849339,6
1675,11849966,11849977,11
1676,11858981,11858984,3
1677,11862394,11862398,4
1678,11878206,11878209,3
1679,11878611,11878618,7
1680,11881249,11881254,5
1681,11884873,11884883,10
1682,11884910,11884927,17
1683,11887764,11887769,5
1684,11889466,11889825,359
1685,11890186,11890545,359
1686,11893816,11893822,6
1687,11895717,11895728,11
1688,11898864,11898869,5
1689,11898974,11898978,4
1690,11900176,11900181,5
1691,11902440,11902445,5
1692,11903001,11903006,5
1693,11908014,11908018,4
1694,11910822,11910828,6
1695,11916679,11916687,8
1696,11918746,11918761,15
1697,11919667,11919682,15
1698,11934846,11934851,5
1699,11936002,11936006,4
1700,11936357,11936362,5
1701,11936375,11936380,5
1702,11938485,11938491,6
1703,11938985,11938990,5
1704,11957340,11957343,3
1705,11960613,11960620,7
1706,11964303,11964306,3
1707,11971306,11971311,5
1708,11971691,11971694,3
1709,11976549,11976566,17
1710,11984334,11984340,6
1711,11986718,11986728,10
1712,11987656,11987661,5
1713,11997415,11997422,7
1714,12004869,12004873,4
1715,12009282,12009289,7
1716,12021794,12021807,13
1717,12038575,12038586,11
1718,12056113,12056118,5
1719,12061282,12061941,659
1720,12062041,12063261,1220
1721,12063328,12063591,263
1722,12064779,12064783,4
1723,12066300,12066305,5
1724,12070162,12070166,4
1725,12102534,12102540,6
1726,12119963,12119966,3
1727,12142390,12142397,7
1728,12149420,12149426,6
1729,12162791,12162796,5
1730,12170323,12171468,1145
1731,12172823,12172905,82
1732,12221400,12221408,8
1733,12221965,12221969,4
1734,12234861,12234866,5
1735,12236632,12236646,14
1736,12242913,12242916,3
1737,12249108,12249113,5
1738,12263784,12263791,7
1739,12296904,12296910,6
1740,12297199,12297207,8
1741,12298355,12298362,7
1742,12302243,12302283,40
1743,12303738,12303744,6
1744,12327585,12327590,5
1745,12331124,12331131,7
1746,12331905,12331913,8
1747,12332690,12332695,5
1748,12333092,12333095,3
1749,12356364,12356371,7
1750,12367238,12367241,3
1751,12375841,12375848,7
1752,12376314,12376320,6
1753,12381181,12381185,4
1754,12381875,12381878,3
1755,12382086,12383063,977
1756,12384011,12384896,885
1757,12402289,12402294,5
1758,12412966,12412970,4
1759,12447327,12447332,5
1760,12450741,12450751,10
1761,12455033,12455036,3
1762,12476010,12476024,14
1763,12479473,12479478,5
1764,12482800,12482815,15
1765,12483415,12483419,4
1766,12486627,12486633,6
1767,12488744,12488750,6
1768,12490204,12490210,6
1769,12491786,12491789,3
1770,12501882,12501885,3
1771,12502214,12502220,6
1772,12503843,12503867,24
1773,12509719,12509723,4
1774,12517893,12517907,14
1775,12517930,12517949,19
1776,12519957,12519962,5
1777,12544648,12544653,5
1778,12581255,12581259,4
1779,12588373,12588379,6
1780,12599812,12599817,5
1781,12606714,12606722,8
1782,12607221,12607227,6
1783,12619692,12619695,3
1784,12621400,12621403,3
1785,12624672,12624680,8
1786,12629480,12629483,3
1787,12631727,12631731,4
1788,12638690,12638695,5
1789,12648701,12648709,8
1790,12651133,12651138,5
1791,12663894,12663898,4
1792,12668994,12669005,11
1793,12671793,12671799,6
1794,12702689,12702722,33
1795,12708004,12708009,5
1796,12710134,12710141,7
1797,12722685,12722691,6
1798,12724183,12724189,6
1799,12725989,12725997,8
1800,12761036,12761041,5
1801,12767116,12767122,6
1802,12786424,12786428,4
1803,12788622,12788631,9
1804,12793720,12793726,6
1805,12794372,12794377,5
1806,12802229,12802236,7
1807,12830957,12830963,6
1808,12833684,12833690,6
1809,12841097,12841106,9
1810,12892121,12892128,7
1811,12927330,12927333,3
1812,12930666,12935882,5216
1813,12937187,12937456,269
1814,12945330,12945336,6
1815,12945568,12945572,4
1816,12993140,12993145,5
1817,13033863,13033866,3
1818,13033933,13033941,8
1819,13059949,13059957,8
1820,13062231,13062235,4
1821,13083032,13083043,11
1822,13083381,13083384,3
1823,13091277,13091281,4
1824,13091695,13091701,6
1825,13092350,13092353,3
1826,13106208,13106216,8
1827,13106706,13106714,8
1828,13108000,13108004,4
1829,13108317,13108331,14
1830,13115128,13115131,3
1831,13116523,13116538,15
1832,13130583,13130586,3
1833,13141024,13141033,9
1834,13144062,13144068,6
1835,13145004,13145023,19
1836,13148324,13148329,5
1837,13151262,13151270,8
1838,13151402,13151408,6
1839,13151813,13151819,6
1840,13153684,13153883,199
1841,13153942,13154141,199
1842,13156175,13156180,5
1843,13176283,13176297,14
1844,13177832,13177961,129
1845,13178121,13178479,358
1846,13179283,13180075,792
1847,13182765,13182779,14
1848,13184305,13184434,129
1849,13184594,13184952,358
1850,13185757,13186549,792
1851,13189084,13189098,14
1852,13199342,13199348,6
1853,13206726,13206731,5
1854,13207590,13207597,7
1855,13209052,13209055,3
1856,13223743,13223749,6
1857,13228577,13228588,11
1858,13229696,13229699,3
1859,13242155,13242161,6
1860,13244808,13244821,13
1861,13251287,13251293,6
1862,13251889,13251900,11
1863,13256997,13257004,7
1864,13274115,13274128,13
1865,13276440,13276447,7
1866,13286767,13286772,5
1867,13295727,13295733,6
1868,13295816,13295823,7
1869,13299351,13299356,5
1870,13302402,13302407,5
1871,13306932,13306935,3
1872,13317676,13317682,6
1873,13326808,13326813,5
1874,13328557,13328560,3
1875,13332796,13332800,4
1876,13379278,13379283,5
1877,13382044,13382048,4
1878,13392378,13392384,6
1879,13392914,13392919,5
1880,13396265,13396268,3
1881,13401734,13401769,35
1882,13403780,13403788,8
1883,13404794,13404798,4
1884,13407297,13407302,5
1885,13408345,13408351,6
1886,13410318,13410325,7
1887,13416550,13416556,6
1888,13422010,13422015,5
1889,13429835,13430086,251
1890,13430510,13430545,35
1891,13457578,13457584,6
1892,13468919,13468926,7
1893,13514678,13514681,3
1894,13528360,13528365,5
1895,13532889,13532892,3
1896,13534769,13534775,6
1897,13577402,13577406,4
1898,13596814,13596819,5
1899,13603134,13603140,6
1900,13610897,13610904,7
1901,13616290,13616295,5
1902,13617814,13617817,3
1903,13641714,13641717,3
1904,13659672,13659680,8
1905,13661487,13661490,3
1906,13662640,13662650,10
1907,13663862,13663867,5
1908,13672087,13672092,5
1909,13678573,13678580,7
1910,13685828,13685834,6
1911,13698745,13698750,5
1912,13710340,13710355,15
1913,13710485,13710488,3
1914,13720733,13720739,6
1915,13720877,13720880,3
1916,13728396,13728399,3
1917,13728715,13728723,8
1918,13733063,13733070,7
1919,13733093,13733098,5
1920,13733314,13733319,5
1921,13749935,13749939,4
1922,13751127,13751133,6
1923,13760412,13760415,3
1924,13772367,13772371,4
1925,13776085,13776088,3
1926,13802309,13802315,6
1927,13806725,13806729,4
1928,13814501,13814507,6
1929,13822051,13822055,4
1930,13839782,13839796,14
1931,13840203,13840212,9
1932,13841233,13841241,8
1933,13888321,13888327,6
1934,13911986,13912000,14
1935,13928807,13928814,7
1936,13936481,13936484,3
1937,13938687,13940490,1803
1938,13943002,13943008,6
1939,13944988,13944991,3
1940,13948516,13948535,19
1941,13979718,13979724,6
1942,14001702,14002538,836
1943,14003101,14003382,281
1944,14003637,14004473,836
1945,14005269,14006805,1536
1946,14016168,14016237,69
1947,14016773,14016842,69
1948,14019296,14019302,6
1949,14022894,14022899,5
1950,14025516,14025526,10
1951,14025652,14025658,6
1952,14027596,14027603,7
1953,14034905,14034909,4
1954,14039196,14039201,5
1955,14047030,14047111,81
1956,14047240,14047479,239
1957,14048269,14048350,81
1958,14048479,14048493,14
1959,14048593,14048718,125
1960,14049538,14049987,449
1961,14050807,14051256,449
1962,14052158,14053569,1411
1963,14053670,14053795,125
1964,14054615,14055064,449
1965,14055966,14057602,1636
1966,14058504,14058763,259
1967,14059692,14060141,449
1968,14060960,14061301,341
1969,14069787,14069795,8
1970,14071613,14071620,7
1971,14086810,14086814,4
1972,14102989,14102994,5
1973,14106509,14107292,783
1974,14108184,14110970,2786
1975,14111690,14111876,186
1976,14112046,14113917,1871
1977,14117671,14117677,6
1978,14147982,14147989,7
1979,14150417,14150423,6
1980,14151819,14151823,4
1981,14152199,14152204,5
1982,14152271,14152274,3
1983,14157763,14158264,501
1984,14159631,14161150,1519
1985,14161912,14162356,444
1986,14166348,14166356,8
1987,14171860,14171901,41
1988,14198325,14198328,3
1989,14199200,14199206,6
1990,14201978,14201983,5
1991,14202044,14202049,5
1992,14202062,14202073,11
1993,14239396,14239404,8
1994,14242257,14242260,3
1995,14250729,14250732,3
1996,14259816,14259824,8
1997,14260728,14260735,7
1998,14269171,14269176,5
1999,14270025,14270032,7
2000,14272301,14272308,7
2001,14275311,14275322,11
2002,14289034,14289040,6
2003,14294290,14294305,15
2004,14304228,14304522,294
2005,14309870,14310164,294
2006,14310582,14310586,4
2007,14314880,14314943,63
2008,14316411,14316432,21
2009,14317586,14317590,4
2010,14322445,14322450,5
2011,14323475,14323481,6
2012,14345272,14345277,5
2013,14379518,14379539,21
2014,14381108,14381129,21
2015,14411941,14411948,7
2016,14417609,14417812,203
2017,14418568,14418758,190
2018,14455630,14455633,3
2019,14460819,14460825,6
2020,14475000,14475005,5
2021,14480008,14480019,11
2022,14485891,14485894,3
2023,14490170,14490174,4
2024,14510336,14510343,7
2025,14511736,14511740,4
2026,14521139,14521152,13
2027,14522458,14522465,7
2028,14523371,14523378,7
2029,14548699,14548702,3
2030,14551856,14552806,950
2031,14553243,14553719,476
2032,14554060,14554342,282
2033,14555226,14555448,222
2034,14556343,14557082,739
2035,14558397,14558675,278
2036,14558941,14559161,220
2037,14583359,14583364,5
2038,14585640,14585647,7
2039,14586877,14586881,4
2040,14593822,14593825,3
2041,14597638,14597643,5
2042,14597960,14597963,3
2043,14604897,14604904,7
2044,14604987,14604993,6
2045,14628977,14628983,6
2046,14637176,14640373,3197
2047,14657499,14657505,6
2048,14676894,14676902,8
2049,14688387,14688392,5
2050,14719194,14719215,21
2051,14751566,14751574,8
2052,14766902,14766907,5
2053,14768590,14768593,3
2054,14768673,14768690,17
2055,14770497,14770518,21
2056,14777811,14777814,3
2057,14779370,14779467,97
2058,14779955,14782495,2540
2059,14791514,14791537,23
2060,14807218,14807226,8
2061,14812671,14812677,6
2062,14815746,14815761,15
2063,14819193,14819243,50
2064,14820331,14821089,758
2065,14822008,14823094,1086
2066,14827429,14827432,3
2067,14833492,14833495,3
2068,14833675,14833678,3
2069,14843619,14843652,33
2070,14847596,14847629,33
2071,14851909,14851914,5
2072,14853248,14853256,8
2073,14854601,14854605,4
2074,14856547,14856566,19
2075,14864086,14864091,5
2076,14869198,14869211,13
2077,14881484,14881499,15
2078,14885133,14885138,5
2079,14902466,14902472,6
2080,14902833,14902841,8
2081,14912894,14912897,3
2082,14920637,14920640,3
2083,14921476,14921482,6
2084,14921850,14921855,5
2085,14921955,14921960,5
2086,14925848,14925853,5
2087,14928324,14928329,5
2088,14931078,14931085,7
2089,14931849,14931853,4
2090,14934420,14934427,7
2091,14938441,14945119,6678
2092,14946462,14946468,6
2093,14950035,14950040,5
2094,14950300,14950306,6
2095,14950916,14950922,6
2096,14971395,14971400,5
2097,14996791,14996798,7
2098,15002425,15002431,6
2099,15017993,15018014,21
2100,15019918,15019921,3
2101,15030871,15030877,6
2102,15031849,15031854,5
2103,15034356,15034475,119
2104,15041459,15041578,119
2105,15050876,15050882,6
2106,15054091,15054101,10
2107,15057845,15057856,11
2108,15072928,15072933,5
2109,15073088,15073093,5
2110,15073314,15073325,11
2111,15086168,15086177,9
2112,15086464,15086470,6
2113,15099099,15099105,6
2114,15106272,15106276,4
2115,15114772,15114777,5
2116,15122924,15122930,6
2117,15125423,15125429,6
2118,15128629,15128634,5
2119,15141368,15141373,5
2120,15143007,15143012,5
2121,15144188,15144194,6
2122,15144261,15144266,5
2123,15149711,15149714,3
2124,15155993,15156000,7
2125,15157503,15157508,5
2126,15159248,15159252,4
2127,15181207,15181212,5
2128,15181225,15181230,5
2129,15206527,15206533,6
2130,15217389,15217393,4
2131,15221070,15221076,6
2132,15239270,15239280,10
2133,15263819,15263823,4
2134,15266578,15266585,7
2135,15329039,15329044,5
2136,15330702,15330707,5
2137,15341734,15341772,38
2138,15342278,15342284,6
2139,15344245,15344283,38
2140,15345691,15345697,6
2141,15346137,15346148,11
2142,15346227,15346238,11
2143,15349687,15349692,5
2144,15349867,15349878,11
2145,15352909,15352914,5
2146,15359611,15359621,10
2147,15360948,15360952,4
2148,15365193,15365199,6
2149,15371703,15371709,6
2150,15378517,15378520,3
2151,15389582,15389587,5
2152,15392326,15392332,6
2153,15399499,15399505,6
2154,15408595,15408599,4
2155,15413632,15414202,570
2156,15414863,15415137,274
2157,15422970,15423131,161
2158,15428711,15428717,6
2159,15435936,15435984,48
2160,15436047,15436064,17
2161,15442955,15442961,6
2162,15462970,15462976,6
2163,15466137,15466145,8
2164,15466269,15466273,4
2165,15480202,15480210,8
2166,15480238,15480246,8
2167,15484224,15484232,8
2168,15495463,15495469,6
2169,15495965,15495971,6
2170,15501813,15501821,8
2171,15504272,15504277,5
2172,15514962,15514968,6
2173,15515787,15515793,6
2174,15528825,15528832,7
2175,15540184,15540191,7
2176,15545613,15545622,9
2177,15545751,15545755,4
2178,15555110,15555115,5
2179,15555392,15555520,128
2180,15556486,15556507,21
2181,15574804,15574819,15
2182,15575086,15575214,128
2183,15576047,15576051,4
2184,15578352,15578356,4
2185,15584611,15584614,3
2186,15584908,15584916,8
2187,15585965,15585987,22
2188,15587247,15587253,6
2189,15592967,15592971,4
2190,15597139,15597148,9
2191,15610462,15610468,6
2192,15610481,15610488,7
2193,15610604,15610612,8
2194,15620369,15620376,7
2195,15622676,15622695,19
2196,15626426,15626445,19
2197,15631810,15631817,7
2198,15632305,15632332,27
2199,15639668,15639683,15
2200,15655399,15655404,5
2201,15664048,15664055,7
2202,15666270,15666275,5
2203,15669193,15669216,23
2204,15672109,15672116,7
2205,15673389,15673395,6
2206,15674872,15674877,5
2207,15680131,15680139,8
2208,15693649,15693656,7
2209,15693793,15693799,6
2210,15697587,15697591,4
2211,15701981,15701987,6
2212,15711146,15711151,5
2213,15714278,15714283,5
2214,15715954,15715962,8
2215,15721313,15721320,7
2216,15727404,15727409,5
2217,15730929,15730940,11
2218,15735501,15735511,10
2219,15740561,15740569,8
2220,15745450,15745455,5
2221,15748294,15748299,5
2222,15748324,15748332,8
2223,15756447,15756476,29
2224,15766130,15766133,3
2225,15779570,15779577,7
2226,15781073,15781079,6
2227,15781729,15781739,10
2228,15786374,15786379,5
2229,15792622,15792634,12
2230,15794386,15794787,401
2231,15796172,15796178,6
2232,15796692,15796704,12
2233,15797556,15797957,401
2234,15799306,15799312,6
2235,15800165,15800173,8
2236,15811580,15811587,7
2237,15819403,15819409,6
2238,15825267,15825275,8
2239,15830583,15830586,3
2240,15837464,15837470,6
2241,15837544,15837553,9
