,startIdx,endIdx,length
1098,18118042,18121653,3611
1099,18125008,18137436,12428
1100,18142760,18143032,272
1101,18155057,18157073,2016
1102,18169899,18173684,3785
1103,18241244,18251205,9961
1104,18256424,18257194,770
1105,18264670,18268692,4022
1106,18277485,18292831,15346
1107,18300172,18311979,11807
1108,18313361,18320049,6688
1109,18328425,18331892,3467
1110,18340820,18346534,5714
1111,18348605,18348808,203
1112,18356308,18357251,943
1113,18372816,18374994,2178
1114,18390140,18394470,4330
1115,18429611,18430042,431
1116,18432505,18434533,2028
1117,18444182,18452516,8334
1118,18463658,18469993,6335
1119,18478652,18483774,5122
1120,18489647,18490420,773
1121,18490928,18496075,5147
1122,18527951,18528505,554
1123,18567332,18567382,50
1124,18586243,18593136,6893
1125,18640575,18653563,12988
1126,18675106,18683302,8196
1127,18703424,18709869,6445
1128,18719764,18725095,5331
1129,18736008,18737595,1587
1130,18738978,18742697,3719
1131,18752601,18760235,7634
1132,18802271,18806035,3764
1133,18835169,18839567,4398
1134,18843468,18848350,4882
1135,18851132,18851772,640
1136,18875243,18882261,7018
1137,18885027,18900314,15287
1138,18907244,18913589,6345
1139,18918577,18934412,15835
1140,18942558,18942576,18
1141,18943242,18944349,1107
1142,18956754,18965866,9112
1143,18981182,18984070,2888
1144,18985875,18986942,1067
1145,19021754,19021933,179
1146,19028290,19040099,11809
1147,19044579,19046134,1555
1148,19054935,19057012,2077
1149,19058560,19058623,63
1150,19061744,19061841,97
1151,19089276,19090489,1213
1152,19094195,19094415,220
1153,19096134,19099435,3301
1154,19101699,19101801,102
1155,19112811,19117654,4843
1156,19138402,19139215,813
1157,19144948,19150644,5696
1158,19161724,19171703,9979
1159,19227305,19228826,1521
1160,19229961,19231714,1753
1161,19240205,19242560,2355
1162,19268080,19268249,169
1163,19272386,19277621,5235
1164,19280424,19281824,1400
1165,19320807,19323553,2746
1166,19326665,19329522,2857
1167,19332645,19335935,3290
1168,19337677,19341851,4174
1169,19348750,19349197,447
1170,19349405,19350363,958
1171,19374563,19375923,1360
1172,19381972,19383720,1748
1173,19394062,19394915,853
1174,19412168,19412441,273
1175,19415543,19421918,6375
1176,19436682,19440176,3494
1177,19444423,19446212,1789
1178,19484095,19489912,5817
1179,19489946,19495274,5328
1180,19497067,19497679,612
1181,19500730,19502519,1789
1182,19553307,19557336,4029
1183,19561018,19568691,7673
1184,19573805,19573907,102
1185,19588530,19593622,5092
1186,19597525,19599907,2382
1187,19607907,19608595,688
1188,19618769,19624030,5261
1189,19658340,19662289,3949
1190,19663340,19669785,6445
1191,19712849,19714127,1278
1192,19729480,19735139,5659
1193,19738651,19748011,9360
1194,19758219,19763061,4842
1195,19763684,19765835,2151
1196,19797472,19802998,5526
1197,19831218,19838342,7124
1198,19905876,19918651,12775
1199,19919398,19920538,1140
1200,19925361,19948976,23615
1201,19952571,19953711,1140
1202,19957305,19958445,1140
1203,19962722,19965312,2590
1204,19975817,19980876,5059
1205,19990594,19991576,982
1206,19994444,19996773,2329
1207,20006526,20013735,7209
1208,20021184,20034092,12908
1209,20083187,20097374,14187
1210,20099774,20104515,4741
1211,20117704,20119867,2163
1212,20125631,20127867,2236
1213,20138473,20145904,7431
1214,20146691,20147634,943
1215,20152531,20155877,3346
1216,20170118,20174547,4429
1217,20235125,20235488,363
1218,20258544,20261113,2569
1219,20265066,20265689,623
1220,20271444,20272771,1327
1221,20282955,20283184,229
1222,20290806,20298403,7597
1223,20300713,20311546,10833
1224,20331447,20341048,9601
1225,20359649,20361028,1379
1226,20368754,20374634,5880
1227,20382850,20388744,5894
1228,20402247,20402561,314
1229,20403249,20403412,163
1230,20424471,20426761,2290
1231,20428756,20430048,1292
1232,20453956,20454945,989
1233,20479165,20480783,1618
1234,20499396,20503496,4100
1235,20504308,20507478,3170
1236,20510379,20526002,15623
1237,20528413,20529180,767
1238,20541763,20544088,2325
1239,20545120,20545473,353
1240,20552961,20564121,11160
1241,20567561,20574452,6891
1242,20576186,20579895,3709
1243,20596155,20598749,2594
1244,20600886,20601820,934
1245,20615069,20615298,229
1246,20629926,20636212,6286
1247,20647460,20654606,7146
1248,20664007,20669852,5845
1249,20670247,20670632,385
1250,20700092,20700435,343
1251,20726374,20726690,316
1252,20749722,20750081,359
1253,20751582,20765651,14069
1254,20791958,20792313,355
1255,20793163,20797189,4026
1256,20801677,20802889,1212
1257,20807061,20811543,4482
1258,20829506,20830349,843
1259,20857938,20860411,2473
1260,20879000,20880697,1697
1261,20880848,20882681,1833
1262,20884871,20889562,4691
1263,20896382,20902816,6434
1264,20934477,20934697,220
1265,20938562,20939598,1036
1266,20959871,20960893,1022
1267,20965806,20965972,166
1268,20972400,20976614,4214
1269,20994801,21003109,8308
1270,21004819,21013264,8445
1271,21023958,21042053,18095
1272,21044554,21049377,4823
1273,21095174,21100376,5202
1274,21111652,21120220,8568
1275,21128745,21133627,4882
1276,21139769,21142110,2341
1277,21145063,21146076,1013
1278,21147468,21148344,876
1279,21158687,21159563,876
1280,21172605,21178632,6027
1281,21186897,21193647,6750
1282,21194007,21194169,162
1283,21197089,21197654,565
1284,21200511,21210688,10177
1285,21211940,21212624,684
1286,21217579,21223638,6059
1287,21227906,21232604,4698
1288,21235547,21235979,432
1289,21236839,21238572,1733
1290,21241412,21242379,967
1291,21258284,21261239,2955
1292,21261686,21262217,531
1293,21274205,21286267,12062
1294,21289582,21315298,25716
1295,21327245,21330440,3195
1296,21351177,21353728,2551
1297,21369109,21374256,5147
1298,21412511,21417799,5288
1299,21427479,21427556,77
1300,21448901,21459535,10634
1301,21479917,21484389,4472
1302,21492841,21498470,5629
1303,21519426,21523220,3794
1304,21525815,21531646,5831
1305,21556714,21558093,1379
1306,21561458,21565086,3628
1307,21584497,21584554,57
1308,21593778,21602948,9170
1309,21605404,21606606,1202
1310,21609390,21621573,12183
1311,21632887,21632968,81
1312,21637101,21638807,1706
1313,21646070,21651764,5694
1314,21655365,21661833,6468
1315,21666697,21670663,3966
1316,21675355,21675452,97
1317,21679162,21686876,7714
1318,21696303,21705993,9690
1319,21715420,21716400,980
1320,21724166,21731390,7224
1321,21731788,21740706,8918
1322,21746825,21747563,738
1323,21754424,21757982,3558
1324,21762019,21768733,6714
1325,21770487,21771713,1226
1326,21778418,21779193,775
1327,21783166,21783924,758
1328,21786847,21790484,3637
1329,21793104,21797583,4479
1330,21813185,21816299,3114
1331,21818515,21822022,3507
1332,21823349,21828062,4713
1333,21833971,21835761,1790
1334,21839506,21842488,2982
1335,21849508,21853904,4396
1336,21859615,21860851,1236
1337,21862257,21866673,4416
1338,21876030,21885911,9881
1339,21888646,21892718,4072
1340,21904279,21917159,12880
1341,21918735,21924090,5355
1342,21924908,21924942,34
1343,21925941,21926216,275
1344,21928789,21931026,2237
1345,21934595,21935754,1159
1346,21948515,21956207,7692
1347,21959976,21961976,2000
1348,21968952,21973779,4827
1349,21976549,21978527,1978
1350,21983266,21985998,2732
1351,21990742,21992620,1878
1352,21996203,21998574,2371
1353,22001617,22003628,2011
1354,22007335,22013971,6636
1355,22019118,22019152,34
1356,22022405,22034451,12046
1357,22036703,22045099,8396
1358,22047544,22048319,775
1359,22049129,22050511,1382
1360,22055545,22055579,34
1361,22058833,22068634,9801
1362,22070166,22083434,13268
1363,22084488,22087079,2591
1364,22097230,22112398,15168
1365,22114315,22116326,2011
1366,22121531,22121712,181
1367,22129311,22135049,5738
1368,22139369,22144959,5590
1369,22149691,22150617,926
1370,22154744,22155670,926
1371,22159789,22164826,5037
1372,22166797,22220835,54038
1373,22223429,22238466,15037
1374,22239354,22249387,10033
1375,22250722,22254768,4046
1376,22262391,22265326,2935
1377,22272126,22273746,1620
1378,22360545,22369799,9254
1379,22372640,22381230,8590
1380,22387146,22396321,9175
1381,22406228,22414392,8164
1382,22419739,22422674,2935
1383,22463276,22472067,8791
1384,22484884,22488359,3475
1385,22491248,22492639,1391
1386,22498658,22499059,401
1387,22500789,22505778,4989
1388,22516099,22519570,3471
1389,22567021,22568571,1550
1390,22576492,22576859,367
1391,22579252,22584972,5720
1392,22617586,22617848,262
1393,22618015,22618099,84
1394,22619973,22624631,4658
1395,22626130,22626797,667
1396,22628637,22639295,10658
1397,22640832,22642465,1633
1398,22645098,22650738,5640
1399,22659587,22659765,178
1400,22663514,22667391,3877
1401,22683116,22686674,3558
1402,22689692,22690574,882
1403,22695453,22699499,4046
1404,22703005,22703996,991
1405,22704576,22708683,4107
1406,22722060,22726030,3970
1407,22736593,22737025,432
1408,22741130,22745431,4301
1409,22748253,22755255,7002
1410,22757953,22759113,1160
1411,22762794,22763922,1128
1412,22763940,22766350,2410
1413,22777629,22779008,1379
1414,22779781,22792199,12418
1415,22816507,22820252,3745
1416,22820522,22820769,247
1417,22829793,22831128,1335
1418,22838202,22840391,2189
1419,22857573,22868341,10768
1420,22873350,22885285,11935
1421,22886660,22895905,9245
1422,22899122,22899326,204
1423,22904866,22909187,4321
1424,22912577,22915204,2627
1425,22923555,22924733,1178
1426,22928300,22939203,10903
1427,22949451,22958439,8988
1428,22960490,22962759,2269
1429,22971918,22977335,5417
1430,22987256,22989581,2325
1431,23004036,23004855,819
1432,23012998,23019879,6881
1433,23021974,23028028,6054
1434,23041016,23046022,5006
1435,23061987,23064706,2719
1436,23068647,23069285,638
1437,23073960,23076172,2212
1438,23077520,23081522,4002
1439,23084838,23085542,704
1440,23099941,23102115,2174
1441,23110648,23147810,37162
1442,23149493,23150624,1131
1443,23150990,23154581,3591
1444,23173934,23182901,8967
1445,23187298,23191392,4094
1446,23194973,23195673,700
1447,23197009,23212630,15621
1448,23217365,23223951,6586
1449,23239996,23240947,951
1450,23246163,23252932,6769
1451,23267264,23274604,7340
1452,23281513,23284647,3134
1453,23293896,23306164,12268
1454,23314697,23316618,1921
1455,23330459,23336795,6336
1456,23359578,23372024,12446
1457,23375337,23380113,4776
1458,23383111,23387313,4202
1459,23392605,23417059,24454
1460,23418548,23423131,4583
1461,23427845,23433442,5597
1462,23434904,23437063,2159
1463,23444381,23445625,1244
1464,23449589,23449688,99
1465,23455491,23455771,280
1466,23460781,23472177,11396
1467,23478270,23483265,4995
1468,23487439,23489869,2430
1469,23497492,23503136,5644
1470,23507239,23507703,464
1471,23516928,23524912,7984
1472,23526386,23531162,4776
