index,startIdx,endIdx,length
1210,4050790,4050797,7
1211,4053982,4053987,5
1212,4056451,4056459,8
1213,4078578,4078584,6
1214,4082221,4082230,9
1215,4087528,4087536,8
1216,4109579,4109583,4
1217,4110318,4110325,7
1218,4110325,4110332,7
1219,4110332,4110339,7
1220,4110339,4110344,5
1221,4110344,4110349,5
1222,4110349,4110354,5
1223,4130256,4130423,167
1224,4130423,4130590,167
1225,4134075,4134081,6
1226,4141509,4141513,4
1227,4142657,4142664,7
1228,4158833,4158963,130
1229,4160039,4160055,16
1230,4160055,4160293,238
1231,4160293,4160380,87
1232,4160380,4160425,45
1233,4160425,4160841,416
1234,4160841,4160845,4
1235,4161559,4162039,480
1236,4162039,4163141,1102
1237,4163335,4163465,130
1238,4164302,4164804,502
1239,4166834,4166840,6
1240,4179111,4179118,7
1241,4192616,4192620,4
1242,4218794,4218800,6
1243,4221677,4221689,12
1244,4221689,4221704,15
1245,4221704,4221716,12
1246,4221716,4221731,15
1247,4221731,4221743,12
1248,4221743,4221758,15
1249,4222585,4222592,7
1250,4270807,4270814,7
1251,4280116,4280121,5
1252,4280121,4280126,5
1253,4284888,4284934,46
1254,4284934,4284939,5
1255,4286026,4286763,737
1256,4286763,4286785,22
1257,4287703,4287713,10
1258,4287713,4287904,191
1259,4287904,4288028,124
1260,4288028,4288115,87
1261,4288115,4288634,519
1262,4288634,4288693,59
1263,4288693,4288790,97
1264,4313591,4313596,5
1265,4313596,4313601,5
1266,4349274,4349280,6
1267,4353530,4353540,10
1268,4357001,4357006,5
1269,4379496,4379503,7
1270,4379654,4379660,6
1271,4384128,4384255,127
1272,4384255,4384294,39
1273,4384294,4384421,127
1274,4384421,4384460,39
1275,4390953,4390958,5
1276,4391878,4391886,8
1277,4391886,4391892,6
1278,4393049,4393057,8
1279,4397076,4397081,5
1280,4403339,4403347,8
1281,4406666,4406672,6
1282,4414475,4414481,6
1283,4419996,4420001,5
1284,4440273,4440278,5
1285,4441526,4441532,6
1286,4442950,4442956,6
1287,4451972,4451981,9
1288,4456859,4456864,5
1289,4456994,4457001,7
1290,4457327,4457335,8
1291,4470374,4470382,8
1292,4470390,4470398,8
1293,4470398,4470406,8
1294,4471238,4471245,7
1295,4474559,4474567,8
1296,4474670,4474674,4
1297,4479451,4479458,7
1298,4483700,4483706,6
1299,4483706,4483712,6
1300,4483751,4483757,6
1301,4486440,4486445,5
1302,4504259,4504263,4
1303,4510910,4510915,5
1304,4519766,4519777,11
1305,4528470,4528477,7
1306,4528520,4528526,6
1307,4528795,4528802,7
1308,4531992,4531998,6
1309,4534394,4534403,9
1310,4547429,4547435,6
1311,4558278,4558284,6
1312,4558284,4558290,6
1313,4558290,4558296,6
1314,4562212,4562219,7
1315,4562219,4562226,7
1316,4563054,4563061,7
1317,4567419,4567426,7
1318,4567426,4567433,7
1319,4568102,4568108,6
1320,4568108,4568114,6
1321,4570048,4570053,5
1322,4570198,4570205,7
1323,4572579,4572587,8
1324,4574153,4574158,5
1325,4576491,4576495,4
1326,4580724,4580729,5
1327,4580729,4580734,5
1328,4584700,4584707,7
1329,4589039,4589046,7
1330,4603007,4603012,5
1331,4603012,4603016,4
1332,4604794,4604801,7
1333,4629495,4629559,64
1334,4633633,4633697,64
1335,4640733,4640739,6
1336,4645920,4645926,6
1337,4648181,4648190,9
1338,4650474,4650481,7
1339,4664141,4664149,8
1340,4664149,4664154,5
1341,4664154,4664159,5
1342,4665263,4665267,4
1343,4673518,4673524,6
1344,4680701,4680710,9
1345,4700500,4700536,36
1346,4701624,4701628,4
1347,4710155,4710161,6
1348,4719291,4719297,6
1349,4725561,4725569,8
1350,4731918,4731954,36
1351,4732377,4732383,6
1352,4732383,4732629,246
1353,4737959,4737965,6
1354,4763464,4763487,23
1355,4770635,4770642,7
1356,4771029,4771033,4
1357,4776262,4776279,17
1358,4776573,4776720,147
1359,4776720,4776867,147
1360,4776997,4777014,17
1361,4780302,4780307,5
1362,4785519,4785523,4
1363,4792485,4792521,36
1364,4827221,4827226,5
1365,4828115,4828267,152
1366,4828267,4828290,23
1367,4828720,4828875,155
1368,4831272,4831916,644
1369,4833721,4833781,60
1370,4833781,4833793,12
1371,4833793,4833822,29
1372,4833822,4833920,98
1373,4834998,4835150,152
1374,4835150,4835173,23
1375,4882174,4882181,7
1376,4901799,4901805,6
1377,4908176,4908182,6
1378,4908471,4908475,4
1379,4913903,4913909,6
1380,4916719,4916727,8
1381,4956333,4956340,7
1382,4960639,4960644,5
1383,4962602,4962610,8
1384,4963372,4963382,10
1385,4963856,4963862,6
1386,4968212,4968218,6
1387,4972296,4972301,5
1388,4987250,4987255,5
1389,4989788,4989795,7
1390,4991599,4991644,45
1391,4991644,4991803,159
1392,4992694,4992925,231
1393,4992925,4993447,522
1394,4993447,4993939,492
1395,4993939,4994020,81
1396,4994020,4994324,304
1397,4994324,4994346,22
1398,4994346,4994406,60
1399,4994406,4994529,123
1400,4994529,4994653,124
1401,4994653,4995364,711
1402,4995364,4995481,117
1403,4995807,4995820,13
1404,5002546,5002554,8
1405,5010050,5010058,8
1406,5010058,5010065,7
1407,5010712,5010716,4
1408,5010716,5010720,4
1409,5014755,5014762,7
1410,5021085,5021092,7
1411,5021741,5021746,5
1412,5045513,5045521,8
1413,5046002,5046008,6
1414,5048227,5048231,4
1415,5051845,5051853,8
1416,5059869,5059875,6
1417,5059941,5059946,5
1418,5063623,5063629,6
1419,5087281,5087290,9
1420,5097200,5097211,11
1421,5098595,5098604,9
1422,5099363,5099445,82
1423,5099445,5099559,114
1424,5099559,5099783,224
1425,5099783,5099913,130
1426,5099913,5099984,71
1427,5100477,5100641,164
1428,5100641,5100995,354
1429,5101200,5101407,207
1430,5102222,5102545,323
1431,5175665,5175674,9
1432,5202470,5202480,10
1433,5227753,5227757,4
1434,5247866,5247872,6
1435,5248924,5248933,9
1436,5256631,5256637,6
1437,5269547,5269551,4
1438,5290299,5290306,7
1439,5290831,5290835,4
1440,5297838,5297845,7
1441,5297845,5297852,7
1442,5308162,5308168,6
1443,5318298,5318303,5
1444,5322243,5322248,5
1445,5331281,5331288,7
1446,5334163,5334173,10
1447,5334173,5334177,4
1448,5338819,5338855,36
1449,5338855,5339278,423
1450,5339278,5339284,6
1451,5344020,5344027,7
1452,5352541,5352545,4
1453,5355751,5355755,4
1454,5389932,5390434,502
1455,5390434,5391288,854
1456,5391288,5391418,130
1457,5391418,5391613,195
1458,5391842,5391972,130
1459,5396065,5396072,7
1460,5396072,5396086,14
1461,5396086,5396093,7
1462,5396093,5396100,7
1463,5404794,5404799,5
1464,5428893,5428901,8
1465,5429713,5429720,7
1466,5429720,5429727,7
1467,5430718,5430724,6
1468,5431420,5431427,7
1469,5481763,5482542,779
1470,5482542,5482909,367
1471,5484263,5484346,83
1472,5496104,5496110,6
1473,5501848,5501856,8
1474,5521259,5521619,360
1475,5521619,5521979,360
1476,5521979,5522339,360
1477,5522339,5522699,360
1478,5522699,5523059,360
1479,5526773,5526785,12
1480,5526785,5526834,49
1481,5526834,5526907,73
1482,5527010,5527536,526
1483,5527536,5528342,806
1484,5546297,5546301,4
1485,5555066,5555073,7
1486,5568776,5568783,7
1487,5591598,5591606,8
1488,5591606,5591614,8
1489,5606195,5606201,6
1490,5606201,5606207,6
1491,5620614,5620619,5
1492,5626702,5626708,6
1493,5626708,5626714,6
1494,5626714,5626720,6
1495,5628029,5628034,5
1496,5631378,5631384,6
1497,5632503,5632512,9
1498,5632744,5632748,4
1499,5641641,5641648,7
1500,5643117,5643122,5
1501,5643122,5643127,5
1502,5645860,5645868,8
1503,5647176,5647184,8
1504,5660592,5660598,6
1505,5665162,5665166,4
1506,5670946,5670952,6
1507,5674619,5674623,4
1508,5675989,5675994,5
1509,5683172,5683177,5
1510,5685781,5685787,6
1511,5686705,5686711,6
1512,5687375,5687383,8
1513,5690063,5690071,8
1514,5690071,5690076,5
1515,5695962,5695971,9
1516,5700037,5700044,7
1517,5700549,5700556,7
1518,5700685,5700690,5
1519,5705807,5705812,5
1520,5705842,5705846,4
1521,5718432,5718437,5
1522,5718437,5718446,9
1523,5723310,5723315,5
1524,5727753,5728116,363
1525,5728436,5728751,315
1526,5728751,5729693,942
1527,5729693,5729775,82
1528,5729775,5729905,130
1529,5729905,5729978,73
1530,5729978,5730294,316
1531,5730294,5730611,317
1532,5739691,5739703,12
1533,5739785,5739797,12
1534,5750617,5750624,7
1535,5754184,5754189,5
1536,5754324,5754329,5
1537,5761369,5761374,5
1538,5764681,5764688,7
1539,5768681,5768685,4
1540,5768685,5768693,8
1541,5768693,5768701,8
1542,5769161,5769168,7
1543,5769168,5769175,7
1544,5774868,5774873,5
1545,5777723,5777729,6
1546,5782406,5782412,6
1547,5795386,5795393,7
1548,5801610,5801614,4
1549,5862645,5862651,6
1550,5869618,5869624,6
1551,5872629,5872638,9
1552,5872638,5872643,5
1553,5878827,5878834,7
1554,5882864,5882875,11
1555,5903677,5903683,6
1556,5903853,5903859,6
1557,5927522,5927568,46
1558,5927568,5927573,5
1559,5928661,5929398,737
1560,5929398,5929420,22
1561,5930338,5930348,10
1562,5930348,5930539,191
1563,5930539,5930663,124
1564,5930663,5930750,87
1565,5930750,5931269,519
1566,5931269,5931328,59
1567,5931328,5931425,97
1568,5938870,5938875,5
1569,5940262,5940268,6
1570,5940268,5940277,9
1571,5941466,5941518,52
1572,5941596,5941611,15
1573,5942658,5942962,304
1574,5945108,5945160,52
1575,5945238,5945253,15
1576,5945736,5946040,304
1577,5955695,5955704,9
1578,5955704,5955711,7
1579,5956943,5956948,5
1580,5956948,5956953,5
1581,5956953,5956958,5
1582,5956958,5956963,5
1583,5958060,5958065,5
1584,5962852,5962857,5
1585,5985108,5985114,6
1586,5986215,5986220,5
1587,5989008,5989012,4
1588,5989012,5989020,8
1589,5989020,5989024,4
1590,5989172,5989181,9
1591,5997771,5997778,7
1592,6000067,6000076,9
1593,6002926,6002931,5
1594,6002931,6002941,10
1595,6002941,6002946,5
1596,6002946,6002951,5
1597,6003692,6003699,7
1598,6008622,6008631,9
1599,6010434,6010441,7
1600,6015244,6015251,7
1601,6015251,6015255,4
1602,6021848,6021854,6
1603,6022759,6022767,8
1604,6022991,6022998,7
1605,6022998,6023005,7
1606,6023005,6023012,7
1607,6025219,6025226,7
1608,6025249,6025257,8
1609,6025257,6025265,8
1610,6028533,6028540,7
1611,6028540,6028547,7
1612,6028547,6028554,7
1613,6028554,6028561,7
1614,6028561,6028568,7
1615,6028568,6028575,7
1616,6028575,6028582,7
1617,6029268,6029275,7
1618,6029275,6029285,10
1619,6030414,6030422,8
1620,6030422,6030428,6
1621,6030428,6030440,12
1622,6045839,6045844,5
1623,6049779,6049789,10
1624,6052666,6052674,8
1625,6056729,6056733,4
1626,6061376,6061385,9
1627,6061385,6061394,9
1628,6061394,6061403,9
1629,6061412,6061418,6
1630,6061418,6061424,6
1631,6070569,6070576,7
1632,6084950,6084956,6
1633,6086020,6086024,4
1634,6094806,6094811,5
1635,6094811,6094816,5
1636,6094816,6094821,5
1637,6115325,6115333,8
1638,6145634,6145643,9
1639,6145652,6145661,9
1640,6159847,6159854,7
1641,6164858,6164865,7
1642,6168126,6168134,8
1643,6171685,6171888,203
1644,6171888,6172019,131
1645,6172019,6172036,17
1646,6178402,6178605,203
1647,6178605,6178736,131
1648,6178736,6178753,17
1649,6184758,6184766,8
1650,6199506,6199513,7
1651,6220331,6220338,7
1652,6228562,6228570,8
1653,6233936,6233944,8
1654,6238629,6238634,5
1655,6240309,6240319,10
1656,6244736,6244743,7
1657,6250618,6250627,9
1658,6258848,6258855,7
1659,6261524,6261531,7
1660,6263340,6263345,5
1661,6268798,6268803,5
1662,6268897,6268906,9
1663,6271115,6271120,5
1664,6271298,6271304,6
1665,6272234,6272240,6
1666,6277262,6277290,28
1667,6277290,6277371,81
1668,6277371,6277490,119
1669,6277490,6277518,28
1670,6277718,6277746,28
1671,6277746,6277827,81
1672,6277946,6277974,28
1673,6277974,6278055,81
1674,6278055,6278174,119
1675,6278174,6278202,28
1676,6278283,6278388,105
1677,6278388,6278402,14
1678,6278402,6278430,28
1679,6278511,6278616,105
1680,6278616,6278630,14
1681,6278630,6278658,28
1682,6285679,6285683,4
1683,6290221,6290229,8
1684,6290937,6290944,7
1685,6291825,6291833,8
1686,6294586,6294594,8
1687,6304829,6304835,6
1688,6355856,6355861,5
1689,6355861,6355866,5
1690,6356601,6356606,5
1691,6356606,6356614,8
1692,6363215,6363228,13
1693,6365436,6365449,13
1694,6371098,6371104,6
1695,6371646,6371656,10
1696,6372105,6372109,4
1697,6389560,6389564,4
1698,6393243,6393606,363
1699,6393606,6393926,320
1700,6393926,6394241,315
1701,6395157,6395239,82
1702,6395239,6395369,130
1703,6395369,6395442,73
1704,6395442,6395758,316
1705,6402954,6402959,5
1706,6429146,6429152,6
1707,6430867,6430875,8
1708,6445473,6445975,502
1709,6446963,6447443,480
1710,6447443,6448157,714
1711,6448157,6448161,4
1712,6448161,6448577,416
1713,6448577,6448622,45
1714,6448622,6448709,87
1715,6448947,6448963,16
1716,6448963,6449724,761
1717,6449724,6450039,315
1718,6450039,6450169,130
1719,6450169,6450760,591
1720,6456646,6456651,5
1721,6508854,6508864,10
1722,6525792,6525798,6
1723,6528460,6528466,6
1724,6537233,6537241,8
1725,6539575,6539582,7
1726,6542857,6542863,6
1727,6547181,6547188,7
1728,6551940,6551945,5
1729,6556002,6556010,8
1730,6562884,6563356,472
1731,6563356,6563581,225
1732,6563581,6565534,1953
1733,6565534,6565541,7
1734,6565541,6565748,207
1735,6565748,6565874,126
1736,6565874,6565922,48
1737,6565922,6565955,33
1738,6566434,6566744,310
1739,6566744,6566894,150
1740,6566894,6567003,109
1741,6567003,6567268,265
1742,6567268,6567688,420
1743,6567688,6567823,135
1744,6567823,6568688,865
1745,6568688,6570041,1353
1746,6570041,6570186,145
1747,6570186,6570295,109
1748,6570295,6570398,103
1749,6570398,6570500,102
1750,6570500,6570602,102
1751,6584891,6584899,8
1752,6605738,6605870,132
1753,6605870,6605968,98
1754,6605968,6606034,66
1755,6606034,6606250,216
1756,6606852,6606889,37
1757,6606889,6607340,451
1758,6607340,6607379,39
1759,6607379,6607757,378
1760,6607757,6608152,395
1761,6608152,6608427,275
1762,6609533,6609540,7
1763,6610896,6610903,7
1764,6612606,6612614,8
1765,6612656,6612666,10
1766,6612818,6612825,7
1767,6613229,6613238,9
1768,6619413,6619419,6
1769,6619559,6619566,7
1770,6619653,6619658,5
1771,6619722,6619729,7
1772,6619729,6619736,7
1773,6629148,6629152,4
1774,6629678,6629687,9
1775,6636609,6636615,6
1776,6640578,6640582,4
1777,6640650,6640654,4
1778,6644870,6644875,5
1779,6645083,6645091,8
1780,6646639,6646646,7
1781,6648962,6648971,9
1782,6666222,6666226,4
1783,6668651,6668655,4
1784,6669293,6669300,7
1785,6673359,6673367,8
1786,6676133,6676140,7
1787,6676957,6676967,10
1788,6677556,6677562,6
1789,6679910,6679917,7
1790,6681775,6681780,5
1791,6689552,6689559,7
1792,6698004,6698010,6
1793,6706275,6706282,7
1794,6714313,6714319,6
1795,6714319,6714331,12
1796,6714331,6714340,9
1797,6714340,6714346,6
1798,6723265,6723273,8
1799,6723273,6723277,4
1800,6723277,6723284,7
1801,6724434,6724438,4
1802,6729441,6729446,5
1803,6730472,6730478,6
1804,6733791,6733797,6
1805,6738071,6738076,5
1806,6742440,6742447,7
1807,6746817,6746823,6
1808,6747966,6747970,4
1809,6747970,6747978,8
1810,6747978,6747986,8
1811,6748746,6748750,4
1812,6751570,6751577,7
1813,6755076,6755082,6
1814,6775937,6775941,4
1815,6776451,6776459,8
1816,6779179,6779187,8
1817,6779734,6779739,5
1818,6782755,6782760,5
1819,6784817,6784821,4
1820,6784821,6784825,4
1821,6799255,6799260,5
1822,6800442,6800449,7
1823,6813286,6813293,7
1824,6813303,6813311,8
1825,6814945,6814950,5
1826,6815135,6815140,5
1827,6828498,6828505,7
1828,6842713,6842717,4
1829,6854430,6854435,5
1830,6861992,6861999,7
1831,6920185,6920192,7
1832,6952786,6952792,6
1833,6965096,6965105,9
1834,6965451,6965457,6
1835,6965457,6965463,6
1836,6965463,6965469,6
1837,6967271,6967278,7
1838,6977437,6977443,6
1839,6979903,6979913,10
1840,6990278,6990287,9
1841,6993458,6993463,5
1842,6993463,6993468,5
1843,6993468,6993473,5
1844,6997040,6997047,7
1845,7001825,7001832,7
1846,7001832,7001840,8
1847,7036978,7036982,4
1848,7050152,7050161,9
1849,7073299,7073303,4
1850,7073376,7073382,6
1851,7093091,7093098,7
1852,7096263,7096270,7
1853,7104127,7104133,6
1854,7126742,7126755,13
1855,7126755,7127322,567
1856,7127322,7127367,45
1857,7127367,7127526,159
1858,7127526,7128417,891
1859,7128417,7128648,231
1860,7128648,7129170,522
1861,7129170,7129662,492
1862,7129662,7129743,81
1863,7129743,7130047,304
1864,7130047,7130069,22
1865,7130069,7130129,60
1866,7130129,7130252,123
1867,7130252,7130376,124
1868,7131087,7131204,117
1869,7132279,7132841,562
1870,7132841,7132923,82
1871,7132923,7133421,498
1872,7134502,7134517,15
1873,7134517,7134532,15
1874,7141512,7141519,7
1875,7141519,7141526,7
1876,7155254,7155261,7
1877,7156271,7156280,9
1878,7161425,7161431,6
1879,7169090,7169102,12
1880,7171254,7171262,8
1881,7173480,7173488,8
1882,7179191,7179198,7
1883,7189643,7189650,7
1884,7193074,7193079,5
1885,7193079,7193084,5
1886,7193479,7193488,9
1887,7207313,7207320,7
1888,7209282,7209286,4
1889,7218173,7218180,7
1890,7235791,7235798,7
1891,7235987,7235994,7
1892,7235994,7236002,8
1893,7236002,7236008,6
1894,7236008,7236014,6
1895,7252686,7252691,5
1896,7262540,7262548,8
1897,7266052,7266059,7
1898,7272051,7272059,8
1899,7295821,7295826,5
1900,7299275,7299279,4
1901,7299279,7299283,4
1902,7311879,7311888,9
1903,7312369,7312374,5
1904,7312374,7312384,10
1905,7313851,7313858,7
1906,7314546,7314554,8
1907,7315932,7315938,6
1908,7321877,7321887,10
1909,7327594,7327602,8
1910,7342758,7342766,8
1911,7373704,7373711,7
1912,7407404,7407412,8
1913,7480880,7480916,36
1914,7480916,7481339,423
1915,7481339,7481345,6
1916,7482804,7482811,7
1917,7489173,7489179,6
1918,7494414,7494497,83
1919,7494497,7494551,54
1920,7494551,7494617,66
1921,7494942,7495034,92
1922,7495345,7495379,34
1923,7500311,7500394,83
1924,7500394,7500448,54
1925,7500448,7500514,66
1926,7500839,7500931,92
1927,7501242,7501276,34
1928,7524496,7524503,7
1929,7524952,7524957,5
1930,7528404,7528409,5
1931,7530273,7530280,7
1932,7530888,7530895,7
1933,7534712,7534719,7
1934,7538284,7538291,7
1935,7546781,7546787,6
1936,7546809,7546816,7
1937,7555747,7555752,5
1938,7559376,7559381,5
1939,7559381,7559386,5
1940,7559386,7559391,5
1941,7560401,7560408,7
1942,7561364,7561372,8
1943,7563771,7563778,7
1944,7568228,7568235,7
1945,7569499,7569504,5
1946,7569504,7569509,5
1947,7569509,7569519,10
1948,7569554,7569558,4
1949,7569558,7569566,8
1950,7575254,7575260,6
1951,7576339,7576345,6
1952,7582368,7582376,8
1953,7582376,7582384,8
1954,7582384,7582392,8
1955,7582392,7582400,8
1956,7602225,7602234,9
1957,7612327,7612332,5
1958,7616089,7616095,6
1959,7616095,7616107,12
1960,7616719,7616727,8
1961,7633695,7633704,9
1962,7674256,7674260,4
1963,7691084,7691091,7
1964,7691218,7691225,7
1965,7691225,7691229,4
1966,7703240,7703276,36
1967,7707829,7707837,8
1968,7709065,7709073,8
1969,7709090,7709098,8
1970,7733935,7733942,7
1971,7738764,7738768,4
1972,7739257,7739264,7
1973,7768529,7768535,6
1974,7774428,7774434,6
1975,7784330,7784366,36
1976,7784591,7784597,6
1977,7786802,7786810,8
1978,7788609,7788618,9
1979,7815738,7816096,358
1980,7819314,7819672,358
1981,7853904,7853910,6
1982,7871211,7871232,21
1983,7871289,7871310,21
1984,7871367,7871388,21
1985,7871388,7871445,57
1986,7871445,7871466,21
1987,7871466,7871523,57
1988,7871523,7871544,21
1989,7873182,7873186,4
1990,7883489,7883496,7
1991,7885930,7885934,4
1992,7886342,7886350,8
1993,7889289,7889294,5
1994,7897548,7898010,462
1995,7898738,7899200,462
1996,7905785,7905792,7
1997,7906447,7906457,10
1998,7914745,7914751,6
1999,7921003,7921010,7
2000,7934168,7934225,57
2001,7935337,7935394,57
2002,7938725,7938729,4
2003,7940093,7940097,4
2004,7945947,7945951,4
2005,7952049,7952055,6
2006,7962007,7962011,4
2007,7975940,7975945,5
2008,7978503,7978510,7
2009,7988362,7988368,6
2010,8033345,8033696,351
2011,8033696,8033843,147
2012,8033843,8033955,112
2013,8033955,8033966,11
2014,8033966,8033971,5
2015,8033971,8034312,341
2016,8034631,8034857,226
2017,8034857,8034902,45
2018,8034902,8035071,169
2019,8035071,8035202,131
2020,8053401,8053405,4
2021,8065618,8065624,6
2022,8066714,8066723,9
2023,8067146,8067153,7
2024,8068719,8068726,7
2025,8070736,8070742,6
2026,8073646,8073652,6
2027,8078781,8078785,4
2028,8081874,8081879,5
2029,8081879,8081884,5
2030,8081884,8081889,5
2031,8088483,8088487,4
2032,8088487,8088491,4
2033,8091114,8091118,4
2034,8107089,8107094,5
2035,8129706,8129713,7
2036,8132385,8132393,8
2037,8135875,8135883,8
2038,8136575,8136581,6
2039,8147346,8147352,6
2040,8148422,8148431,9
2041,8148431,8148439,8
2042,8155482,8155486,4
2043,8155845,8155851,6
2044,8161598,8161606,8
2045,8162671,8162679,8
2046,8164769,8164778,9
2047,8167813,8167819,6
2048,8172144,8172149,5
2049,8182366,8182546,180
2050,8182546,8182727,181
2051,8182727,8182907,180
2052,8183087,8183268,181
2053,8183268,8183449,181
2054,8183449,8183630,181
2055,8183807,8183988,181
2056,8183988,8184169,181
2057,8233164,8233169,5
2058,8233169,8233174,5
2059,8239128,8239132,4
2060,8243092,8243099,7
2061,8249899,8249903,4
2062,8250830,8250834,4
2063,8250858,8250867,9
2064,8253397,8253403,6
2065,8260451,8260461,10
2066,8267630,8267637,7
2067,8282921,8282925,4
2068,8312322,8312327,5
2069,8362265,8362273,8
2070,8362273,8362279,6
2071,8362279,8362285,6
2072,8364907,8364936,29
2073,8425790,8425796,6
2074,8425820,8425826,6
2075,8425826,8425850,24
2076,8425850,8425856,6
2077,8425856,8425880,24
2078,8425880,8425886,6
2079,8425910,8425916,6
2080,8425940,8425946,6
2081,8425970,8425976,6
2082,8426000,8426006,6
2083,8426027,8426033,6
2084,8426054,8426060,6
2085,8428147,8428153,6
2086,8429811,8429816,5
2087,8436857,8436865,8
2088,8438947,8438953,6
2089,8440709,8440714,5
2090,8446787,8446793,6
2091,8454893,8454898,5
2092,8454931,8454938,7
2093,8456240,8456268,28
2094,8456616,8456626,10
2095,8457027,8457045,18
2096,8457248,8457349,101
2097,8457461,8457496,35
2098,8465146,8465174,28
2099,8465521,8465531,10
2100,8465779,8465797,18
2101,8466000,8466101,101
2102,8466213,8466248,35
2103,8475365,8475372,7
2104,8476364,8476370,6
2105,8486725,8486734,9
2106,8498018,8498022,4
2107,8498022,8498026,4
2108,8498101,8498106,5
2109,8500783,8500789,6
2110,8506981,8506985,4
2111,8506985,8506989,4
2112,8515778,8515782,4
2113,8532128,8532135,7
2114,8537551,8537559,8
2115,8555804,8555810,6
2116,8556440,8556446,6
2117,8559581,8559588,7
2118,8563229,8563239,10
2119,8572801,8572805,4
2120,8572964,8572971,7
2121,8582170,8582177,7
2122,8582177,8582182,5
2123,8583983,8583990,7
2124,8606332,8606337,5
2125,8611340,8611348,8
2126,8619528,8619535,7
2127,8625800,8625805,5
2128,8629820,8629826,6
2129,8629826,8629832,6
2130,8629832,8629838,6
2131,8643563,8643570,7
2132,8644109,8644116,7
2133,8646721,8646726,5
2134,8649067,8649072,5
2135,8654047,8654054,7
2136,8656462,8656467,5
2137,8656467,8656472,5
2138,8656472,8656480,8
2139,8656480,8656485,5
2140,8668208,8668216,8
2141,8668240,8668248,8
2142,8672945,8672950,5
2143,8683482,8683487,5
2144,8683487,8683492,5
2145,8687078,8687085,7
2146,8687085,8687092,7
2147,8711387,8711393,6
2148,8713119,8713124,5
2149,8714104,8714110,6
2150,8722304,8722309,5
2151,8722309,8722314,5
2152,8723330,8723335,5
2153,8732546,8732554,8
2154,8763374,8763378,4
2155,8776445,8776453,8
2156,8776453,8776461,8
2157,8776917,8776925,8
2158,8777062,8777069,7
2159,8825497,8825501,4
2160,8869857,8869862,5
2161,8870209,8870215,6
2162,8873924,8873931,7
2163,8877731,8877738,7
2164,8890808,8890812,4
2165,8898357,8898361,4
2166,8922665,8922701,36
2167,8923536,8923542,6
2168,8948039,8948051,12
2169,8950244,8950257,13
2170,8950257,8950824,567
2171,8950824,8950869,45
2172,8950869,8951028,159
2173,8951028,8951919,891
2174,8951919,8952150,231
2175,8952150,8952672,522
2176,8952672,8953164,492
2177,8953164,8953245,81
2178,8953245,8953549,304
2179,8953549,8953571,22
2180,8953571,8953631,60
2181,8953631,8953754,123
2182,8953962,8954131,169
2183,8954131,8954693,562
2184,8954693,8954775,82
2185,8954775,8955273,498
2186,8955273,8956014,741
2187,8969237,8969243,6
2188,9001215,9001221,6
2189,9002023,9002029,6
2190,9021583,9021589,6
2191,9022042,9022046,4
2192,9035653,9035660,7
2193,9037678,9037687,9
2194,9040220,9040228,8
2195,9041708,9041716,8
2196,9043832,9043840,8
2197,9045011,9045021,10
2198,9045021,9045026,5
2199,9045026,9045031,5
2200,9045031,9045036,5
2201,9045356,9045364,8
2202,9046137,9046145,8
2203,9049807,9049813,6
2204,9050532,9050536,4
2205,9063652,9063659,7
2206,9063659,9063666,7
2207,9070206,9070211,5
2208,9094103,9094107,4
2209,9099097,9099104,7
2210,9099104,9099111,7
2211,9103463,9103473,10
2212,9106398,9106405,7
2213,9114656,9114661,5
2214,9115342,9115351,9
2215,9115360,9115366,6
2216,9127722,9127728,6
2217,9128890,9128894,4
2218,9133797,9133807,10
2219,9133807,9133812,5
2220,9133812,9133817,5
2221,9133817,9133822,5
2222,9160322,9160328,6
2223,9166235,9166247,12
2224,9166247,9166259,12
2225,9167934,9167941,7
2226,9167991,9167998,7
2227,9207210,9207218,8
2228,9210289,9210296,7
2229,9214410,9214416,6
2230,9214905,9214912,7
2231,9236133,9236137,4
2232,9244592,9244601,9
2233,9246998,9247004,6
2234,9249096,9249102,6
2235,9250659,9250666,7
2236,9251121,9251127,6
2237,9254163,9254171,8
2238,9259630,9259635,5
2239,9266069,9266073,4
2240,9278847,9278856,9
2241,9279525,9279529,4
2242,9281545,9281554,9
2243,9288696,9288701,5
2244,9309856,9309864,8
2245,9325239,9325243,4
2246,9328805,9328810,5
2247,9330241,9330248,7
2248,9331008,9331013,5
2249,9366972,9366977,5
2250,9366977,9366985,8
2251,9390221,9390228,7
2252,9428878,9428885,7
2253,9445641,9445647,6
2254,9508876,9509122,246
2255,9509122,9509128,6
2256,9509128,9509551,423
2257,9509551,9509587,36
2258,9523353,9523360,7
2259,9547981,9547987,6
2260,9560438,9560444,6
2261,9564178,9564185,7
2262,9564185,9564189,4
2263,9565340,9565347,7
2264,9568003,9568008,5
2265,9572099,9572106,7
2266,9572731,9572737,6
2267,9576365,9576373,8
2268,9595114,9595118,4
2269,9598917,9598923,6
2270,9603956,9603962,6
2271,9626707,9626711,4
2272,9626711,9626715,4
2273,9626715,9626719,4
2274,9627140,9627145,5
2275,9630802,9630808,6
2276,9648095,9648102,7
2277,9651219,9651225,6
2278,9666319,9666323,4
2279,9667358,9667362,4
2280,9673071,9673077,6
2281,9676470,9676478,8
2282,9683328,9683338,10
2283,9689879,9689887,8
2284,9691163,9691169,6
